Year,Candidate_ID,Name,State,Category,Prelims_Score,Mains_Score,Interview_Score,Final_Score,AIR (All India Rank),Category_Rank,State_Rank,Selection_Status,Service_Allotted
2018,UPSC528867,Candidate_5473,Maharashtra,General,174,601,228,1003,14752,624,439,Yes,IAS
2023,UPSC328344,Candidate_3594,West Bengal,ST,55,622,149,826,5370,862,495,Yes,IRS
2023,UPSC223314,Candidate_2899,West Bengal,ST,91,570,258,919,10192,3427,40,Yes,IFS
2021,UPSC262456,Candidate_8824,Uttar Pradesh,OBC,112,437,144,693,12256,1755,340,No,None
2019,UPSC575125,Candidate_6486,Karnataka,General,60,642,158,860,17316,585,100,Yes,IPS
2017,UPSC687692,Candidate_5054,Tamil Nadu,OBC,81,872,205,1158,8806,1762,355,Yes,None
2017,UPSC422168,Candidate_2887,Maharashtra,EWS,178,753,65,996,9384,4276,131,Yes,IRS
2016,UPSC642389,Candidate_4186,West Bengal,ST,161,784,244,1189,3496,1107,420,Yes,IRS
2017,UPSC919084,Candidate_1639,Tamil Nadu,ST,92,416,228,736,10549,2431,30,Yes,IPS
2020,UPSC790008,Candidate_4437,Uttar Pradesh,OBC,66,640,147,853,13507,3954,118,Yes,IAS
2020,UPSC414939,Candidate_6844,West Bengal,SC,197,542,156,895,11078,217,306,Yes,IAS
2019,UPSC708589,Candidate_1574,Karnataka,EWS,165,326,140,631,11150,2117,332,No,None
2021,UPSC927126,Candidate_5147,West Bengal,OBC,196,461,97,754,2523,603,116,Yes,IAS
2015,UPSC159811,Candidate_8455,Tamil Nadu,EWS,200,306,108,614,9863,365,19,No,None
2019,UPSC378906,Candidate_1907,Delhi,SC,124,844,258,1226,9106,2266,391,Yes,None
2019,UPSC603836,Candidate_8433,Tamil Nadu,General,78,828,120,1026,832,4589,368,Yes,IAS
2018,UPSC365780,Candidate_5871,Tamil Nadu,SC,191,890,66,1147,12502,3002,363,Yes,IFS
2017,UPSC412766,Candidate_8955,Tamil Nadu,OBC,189,734,159,1082,1555,4652,257,Yes,None
2018,UPSC770215,Candidate_9255,Tamil Nadu,ST,145,689,200,1034,9098,4746,152,Yes,IPS
2020,UPSC455794,Candidate_9492,Karnataka,ST,98,551,223,872,12262,4458,421,Yes,IFS
2023,UPSC875915,Candidate_5816,Maharashtra,OBC,152,357,255,764,14656,455,224,Yes,IFS
2024,UPSC352425,Candidate_5934,West Bengal,SC,64,302,143,509,5962,3034,17,No,None
2017,UPSC385213,Candidate_9162,Tamil Nadu,SC,190,791,63,1044,17958,2506,433,Yes,IFS
2017,UPSC462920,Candidate_6460,Karnataka,General,86,535,146,767,17132,2292,297,Yes,IRS
2023,UPSC940408,Candidate_1512,Delhi,General,119,350,269,738,483,2085,52,Yes,IFS
2023,UPSC579620,Candidate_5215,Uttar Pradesh,General,180,577,63,820,17081,2426,337,Yes,None
2022,UPSC597751,Candidate_6601,Delhi,SC,57,375,237,669,4897,1707,45,No,None
2020,UPSC987127,Candidate_8866,Maharashtra,SC,189,631,202,1022,16275,1345,238,Yes,None
2016,UPSC487491,Candidate_3508,Karnataka,General,101,682,242,1025,7788,4242,13,Yes,None
2023,UPSC718222,Candidate_9589,West Bengal,SC,140,513,129,782,2821,1892,357,Yes,IAS
2021,UPSC756210,Candidate_8365,Maharashtra,ST,167,344,181,692,9860,817,372,No,None
2017,UPSC617151,Candidate_6701,Maharashtra,General,83,389,90,562,5650,3435,420,No,None
2018,UPSC204360,Candidate_3965,Karnataka,ST,59,422,234,715,16148,3461,86,Yes,IRS
2017,UPSC828571,Candidate_1855,Delhi,SC,143,599,236,978,7117,1786,381,Yes,IRS
2024,UPSC406611,Candidate_4046,Karnataka,OBC,109,392,201,702,1944,2407,408,Yes,IRS
2020,UPSC554819,Candidate_2380,West Bengal,SC,101,659,151,911,10041,3820,118,Yes,IAS
2015,UPSC954345,Candidate_2834,Uttar Pradesh,SC,169,632,199,1000,13980,2386,393,Yes,None
2019,UPSC317724,Candidate_4273,Maharashtra,General,133,361,152,646,5842,753,79,No,None
2015,UPSC281406,Candidate_7335,Maharashtra,SC,114,797,66,977,16153,1327,470,Yes,None
2018,UPSC819413,Candidate_1263,West Bengal,OBC,193,676,259,1128,4611,2149,342,Yes,None
2015,UPSC134149,Candidate_6636,Tamil Nadu,ST,190,519,57,766,3026,461,405,Yes,IFS
2020,UPSC623745,Candidate_3822,Karnataka,OBC,138,624,182,944,5941,3535,408,Yes,None
2023,UPSC590411,Candidate_9402,Tamil Nadu,EWS,96,859,271,1226,16074,1785,467,Yes,IRS
2018,UPSC851070,Candidate_4107,Uttar Pradesh,EWS,182,312,258,752,13745,3981,145,Yes,IPS
2020,UPSC952146,Candidate_5585,Tamil Nadu,EWS,99,618,161,878,2734,2017,218,Yes,IAS
2022,UPSC866126,Candidate_9158,Maharashtra,EWS,94,699,91,884,10889,1510,220,Yes,IAS
2019,UPSC348671,Candidate_8113,Tamil Nadu,ST,162,535,169,866,12938,3098,488,Yes,IAS
2017,UPSC139599,Candidate_8189,Uttar Pradesh,ST,111,807,254,1172,18357,4175,192,Yes,IFS
2020,UPSC190827,Candidate_3587,Maharashtra,OBC,113,751,245,1109,13183,4922,407,Yes,IFS
2020,UPSC329235,Candidate_1501,Karnataka,EWS,73,567,69,709,8817,3126,414,Yes,IFS
2019,UPSC513260,Candidate_3811,Tamil Nadu,SC,185,691,170,1046,3777,1029,358,Yes,IRS
2019,UPSC362302,Candidate_4931,Karnataka,EWS,90,620,87,797,6516,418,95,Yes,IRS
2016,UPSC961322,Candidate_5643,Delhi,SC,122,485,241,848,19173,3290,231,Yes,IAS
2017,UPSC270565,Candidate_1920,Delhi,SC,93,851,213,1157,10290,389,14,Yes,IAS
2024,UPSC980795,Candidate_8002,Uttar Pradesh,ST,104,717,203,1024,4812,4574,488,Yes,IAS
2017,UPSC382098,Candidate_9654,West Bengal,ST,171,874,66,1111,13457,3326,340,Yes,IPS
2017,UPSC704517,Candidate_2125,West Bengal,ST,100,705,90,895,12045,3307,346,Yes,IAS
2021,UPSC778107,Candidate_4414,Uttar Pradesh,General,137,672,73,882,19291,2939,12,Yes,IAS
2024,UPSC547854,Candidate_8588,Uttar Pradesh,OBC,66,838,216,1120,5682,492,145,Yes,IRS
2023,UPSC108473,Candidate_7391,Maharashtra,OBC,190,615,65,870,3171,2438,251,Yes,IFS
2015,UPSC996772,Candidate_1126,Karnataka,General,99,346,63,508,16994,1244,354,No,None
2023,UPSC280197,Candidate_8196,Karnataka,OBC,140,821,210,1171,7180,3025,390,Yes,IRS
2023,UPSC883076,Candidate_4744,Maharashtra,OBC,95,558,120,773,4877,3330,23,Yes,IPS
2020,UPSC160740,Candidate_6060,West Bengal,OBC,168,313,131,612,18708,4636,465,No,None
2019,UPSC236596,Candidate_9527,Maharashtra,EWS,125,660,196,981,7440,3146,399,Yes,IAS
2022,UPSC673532,Candidate_8025,Delhi,ST,113,442,218,773,3797,3325,242,Yes,None
2017,UPSC782908,Candidate_6710,West Bengal,EWS,108,762,198,1068,18974,1317,405,Yes,IFS
2019,UPSC308769,Candidate_7685,Maharashtra,ST,63,577,168,808,2816,3558,13,Yes,IRS
2015,UPSC316139,Candidate_1952,Karnataka,EWS,188,351,274,813,12499,4059,28,Yes,None
2023,UPSC844589,Candidate_2743,Maharashtra,ST,126,301,60,487,18573,1268,402,No,None
2023,UPSC471512,Candidate_1323,Delhi,General,153,882,85,1120,5405,3589,409,Yes,IFS
2023,UPSC529676,Candidate_9492,Uttar Pradesh,EWS,112,849,74,1035,8068,4655,482,Yes,IPS
2016,UPSC499443,Candidate_5369,Tamil Nadu,EWS,144,810,204,1158,15935,155,66,Yes,IRS
2024,UPSC676386,Candidate_5656,Maharashtra,SC,121,311,177,609,17150,2837,239,No,None
2020,UPSC249881,Candidate_3527,Maharashtra,General,57,712,97,866,5864,761,367,Yes,IPS
2015,UPSC927476,Candidate_2437,Tamil Nadu,OBC,186,724,193,1103,4467,342,291,Yes,IPS
2020,UPSC386094,Candidate_2525,West Bengal,OBC,160,693,138,991,5246,2566,404,Yes,IRS
2023,UPSC430587,Candidate_7827,Karnataka,OBC,87,653,250,990,17959,3711,296,Yes,IFS
2019,UPSC879272,Candidate_3349,Delhi,SC,169,696,133,998,3318,1487,195,Yes,IFS
2015,UPSC389452,Candidate_1088,Uttar Pradesh,EWS,86,870,169,1125,2417,2153,104,Yes,None
2021,UPSC507787,Candidate_3422,Karnataka,OBC,121,610,112,843,18926,2087,312,Yes,IAS
2017,UPSC753695,Candidate_8204,Delhi,EWS,53,488,205,746,7985,4016,185,Yes,None
2020,UPSC222233,Candidate_1375,Tamil Nadu,EWS,102,836,69,1007,573,360,80,Yes,IPS
2021,UPSC786131,Candidate_2410,Delhi,SC,98,507,164,769,16139,1116,387,Yes,IFS
2019,UPSC550160,Candidate_6374,West Bengal,OBC,134,693,223,1050,19720,3317,389,Yes,IAS
2019,UPSC883818,Candidate_9776,Maharashtra,OBC,65,439,257,761,17388,3494,88,Yes,None
2024,UPSC915628,Candidate_7652,Uttar Pradesh,General,91,691,94,876,14519,3105,194,Yes,None
2020,UPSC260217,Candidate_2162,Delhi,OBC,81,836,61,978,3059,3820,291,Yes,IPS
2021,UPSC497922,Candidate_9460,Uttar Pradesh,ST,192,466,224,882,7276,4419,240,Yes,IFS
2024,UPSC559083,Candidate_1584,Maharashtra,General,87,471,141,699,14648,1019,30,No,None
2015,UPSC635947,Candidate_1720,West Bengal,ST,69,465,228,762,6101,645,130,Yes,IPS
2022,UPSC810984,Candidate_4061,Uttar Pradesh,EWS,147,341,145,633,1203,1800,419,No,None
2020,UPSC751322,Candidate_4596,Uttar Pradesh,SC,126,736,229,1091,14677,4011,413,Yes,IRS
2017,UPSC814835,Candidate_6163,Uttar Pradesh,General,98,727,164,989,19814,4407,139,Yes,IFS
2024,UPSC960286,Candidate_8208,Delhi,SC,195,676,134,1005,5812,3200,359,Yes,None
2020,UPSC569194,Candidate_9964,Maharashtra,General,51,337,87,475,4185,2863,103,No,None
2017,UPSC712068,Candidate_8290,Tamil Nadu,EWS,70,431,52,553,7265,3735,447,No,None
2018,UPSC242054,Candidate_5548,Maharashtra,SC,116,586,193,895,19118,165,394,Yes,IFS
2020,UPSC378882,Candidate_1750,Delhi,EWS,58,723,126,907,4767,739,73,Yes,None
2017,UPSC406655,Candidate_5519,Karnataka,ST,170,889,261,1320,13282,2736,16,Yes,None
2015,UPSC824660,Candidate_2680,Tamil Nadu,EWS,122,744,275,1141,17509,2180,257,Yes,IAS
2022,UPSC216477,Candidate_2555,Maharashtra,EWS,99,420,133,652,824,1396,482,No,None
2016,UPSC244020,Candidate_8495,Maharashtra,EWS,101,575,144,820,1254,2374,172,Yes,IFS
2022,UPSC291467,Candidate_5807,Maharashtra,SC,123,356,164,643,2998,4565,309,No,None
2017,UPSC841467,Candidate_6064,Tamil Nadu,General,77,346,251,674,292,3853,352,No,None
2020,UPSC470048,Candidate_4355,Delhi,General,110,601,96,807,14326,4371,229,Yes,IFS
2022,UPSC245882,Candidate_8626,Delhi,SC,147,753,255,1155,16624,3993,465,Yes,IFS
2023,UPSC401694,Candidate_4748,Karnataka,ST,58,407,139,604,692,2528,135,No,None
2020,UPSC700657,Candidate_5471,Tamil Nadu,General,138,427,63,628,13087,2702,314,No,None
2019,UPSC883185,Candidate_5691,Tamil Nadu,OBC,156,537,68,761,485,2421,254,Yes,IPS
2020,UPSC461739,Candidate_8219,Tamil Nadu,ST,107,696,167,970,18633,2495,329,Yes,IRS
2024,UPSC587722,Candidate_8710,Maharashtra,SC,164,746,97,1007,11980,2390,222,Yes,IRS
2020,UPSC301792,Candidate_3745,Maharashtra,General,135,703,145,983,6972,2931,298,Yes,IPS
2018,UPSC342195,Candidate_4087,Maharashtra,ST,171,845,108,1124,9810,2697,156,Yes,IAS
2023,UPSC483241,Candidate_7089,Tamil Nadu,SC,116,743,64,923,11552,2086,160,Yes,IRS
2016,UPSC984718,Candidate_9796,Tamil Nadu,General,166,580,56,802,12158,2274,376,Yes,None
2024,UPSC403504,Candidate_5526,Delhi,OBC,86,822,236,1144,9929,2354,30,Yes,IFS
2016,UPSC311859,Candidate_8836,West Bengal,SC,78,694,74,846,9753,1230,220,Yes,IAS
2024,UPSC289202,Candidate_2639,West Bengal,SC,91,521,54,666,2461,1423,220,No,None
2017,UPSC804907,Candidate_4352,Uttar Pradesh,ST,199,463,142,804,10761,4035,118,Yes,IAS
2020,UPSC270992,Candidate_9716,Uttar Pradesh,General,103,647,57,807,7518,1363,113,Yes,None
2022,UPSC328383,Candidate_9897,Tamil Nadu,General,74,729,52,855,17488,4281,361,Yes,IRS
2016,UPSC165256,Candidate_6444,Maharashtra,OBC,95,838,54,987,5488,770,162,Yes,IFS
2021,UPSC429188,Candidate_2424,Tamil Nadu,EWS,140,381,240,761,3391,4987,215,Yes,None
2015,UPSC978519,Candidate_6214,Delhi,SC,151,608,99,858,10094,378,264,Yes,IAS
2020,UPSC942164,Candidate_5620,Maharashtra,EWS,138,352,222,712,1750,4279,33,Yes,IAS
2015,UPSC669658,Candidate_1131,Karnataka,SC,119,884,165,1168,3850,2865,31,Yes,IFS
2016,UPSC556359,Candidate_9676,Delhi,SC,134,478,83,695,997,994,277,No,None
2017,UPSC113383,Candidate_2529,Maharashtra,SC,54,718,148,920,6505,476,346,Yes,None
2024,UPSC998687,Candidate_3474,Uttar Pradesh,General,72,677,100,849,1067,167,305,Yes,IAS
2016,UPSC835634,Candidate_4984,Karnataka,OBC,78,722,51,851,16772,1059,312,Yes,None
2021,UPSC966195,Candidate_9143,Delhi,SC,104,726,142,972,8601,1654,211,Yes,None
2024,UPSC557632,Candidate_7710,Delhi,SC,86,541,271,898,15968,836,353,Yes,IFS
2018,UPSC494050,Candidate_9126,Tamil Nadu,SC,144,752,68,964,14112,3434,383,Yes,None
2019,UPSC267312,Candidate_8550,Maharashtra,SC,83,790,50,923,15573,4704,288,Yes,IAS
2016,UPSC653994,Candidate_5060,Tamil Nadu,SC,118,300,162,580,8599,3572,211,No,None
2016,UPSC525810,Candidate_6872,West Bengal,EWS,107,493,87,687,8864,3795,277,No,None
2016,UPSC830523,Candidate_8523,Delhi,ST,52,536,98,686,5727,1793,371,No,None
2022,UPSC241037,Candidate_7636,Maharashtra,EWS,101,545,148,794,10482,1771,414,Yes,IPS
2024,UPSC380942,Candidate_4703,Tamil Nadu,EWS,130,753,246,1129,4458,2099,202,Yes,IPS
2021,UPSC918693,Candidate_5006,Delhi,General,83,478,174,735,14857,3427,238,Yes,None
2017,UPSC736717,Candidate_9802,Tamil Nadu,SC,143,494,62,699,18477,1865,176,No,None
2016,UPSC503056,Candidate_4209,Delhi,SC,96,676,176,948,8632,47,177,Yes,IAS
2023,UPSC649993,Candidate_7615,Karnataka,SC,106,444,63,613,19062,142,95,No,None
2021,UPSC870619,Candidate_9826,West Bengal,General,145,696,263,1104,6662,2221,269,Yes,IAS
2020,UPSC140724,Candidate_1974,West Bengal,OBC,91,543,166,800,16161,4763,498,Yes,None
2022,UPSC834883,Candidate_8476,Karnataka,OBC,189,838,244,1271,9699,2661,418,Yes,IFS
2019,UPSC567071,Candidate_2601,Uttar Pradesh,ST,150,642,192,984,461,2341,294,Yes,IAS
2015,UPSC743620,Candidate_8493,West Bengal,ST,60,308,254,622,2265,1645,134,No,None
2016,UPSC156046,Candidate_3009,Delhi,General,147,424,100,671,3918,1461,443,No,None
2018,UPSC257462,Candidate_9184,Delhi,OBC,140,415,194,749,15609,2517,46,Yes,IAS
2023,UPSC676415,Candidate_6314,Delhi,ST,193,417,199,809,9596,1943,437,Yes,IFS
2021,UPSC242064,Candidate_7818,Maharashtra,SC,69,826,100,995,11676,3562,64,Yes,IFS
2017,UPSC622170,Candidate_4837,Uttar Pradesh,ST,128,499,99,726,14276,4051,39,Yes,None
2021,UPSC684412,Candidate_6637,Maharashtra,SC,107,420,127,654,10479,1088,222,No,None
2016,UPSC425457,Candidate_4071,Delhi,General,102,792,254,1148,7230,3035,481,Yes,IAS
2019,UPSC652845,Candidate_8376,Delhi,General,176,477,94,747,1875,4731,60,Yes,IFS
2017,UPSC604081,Candidate_6935,Karnataka,General,89,402,223,714,9653,1296,272,Yes,IAS
2023,UPSC231144,Candidate_6225,Delhi,ST,66,558,258,882,3960,2078,198,Yes,IRS
2017,UPSC356363,Candidate_5269,Maharashtra,General,200,556,271,1027,15304,2659,1,Yes,IFS
2023,UPSC594282,Candidate_3558,Uttar Pradesh,OBC,172,812,227,1211,15357,94,74,Yes,IPS
2023,UPSC263379,Candidate_9196,Karnataka,SC,155,878,161,1194,19304,2095,379,Yes,IPS
2024,UPSC434768,Candidate_5465,Uttar Pradesh,EWS,150,710,222,1082,9552,2422,175,Yes,None
2019,UPSC956194,Candidate_4842,Tamil Nadu,ST,71,804,84,959,12860,4384,278,Yes,IRS
2024,UPSC508029,Candidate_7847,Delhi,EWS,56,699,79,834,3389,1938,435,Yes,IPS
2021,UPSC152966,Candidate_8530,West Bengal,ST,97,630,218,945,18664,4140,397,Yes,IFS
2017,UPSC923398,Candidate_3483,Uttar Pradesh,General,123,327,272,722,13780,1441,144,Yes,IRS
2018,UPSC253395,Candidate_6970,Delhi,General,115,805,179,1099,14040,3446,25,Yes,IPS
2023,UPSC375057,Candidate_2034,Uttar Pradesh,SC,102,824,175,1101,7599,473,221,Yes,IRS
2023,UPSC933316,Candidate_2363,Maharashtra,ST,188,628,273,1089,16161,2871,261,Yes,IAS
2022,UPSC919531,Candidate_6224,Tamil Nadu,EWS,153,568,144,865,2742,2247,221,Yes,IAS
2017,UPSC402304,Candidate_1211,Delhi,SC,120,440,178,738,15464,3533,419,Yes,IFS
2024,UPSC553050,Candidate_4001,Tamil Nadu,OBC,94,881,183,1158,10042,1564,25,Yes,IRS
2023,UPSC826558,Candidate_7290,Tamil Nadu,General,82,468,71,621,7114,1576,130,No,None
2019,UPSC168989,Candidate_5352,Karnataka,EWS,129,882,123,1134,6750,531,401,Yes,IAS
2022,UPSC332730,Candidate_3619,Delhi,SC,51,533,178,762,8659,467,380,Yes,IPS
2019,UPSC347825,Candidate_1357,Karnataka,SC,78,414,153,645,210,333,19,No,None
2015,UPSC760692,Candidate_2551,Tamil Nadu,EWS,83,600,267,950,11256,384,86,Yes,None
2019,UPSC592305,Candidate_9104,Tamil Nadu,EWS,181,459,273,913,13487,3247,477,Yes,IRS
2019,UPSC705064,Candidate_9898,Delhi,OBC,171,573,80,824,4896,1891,139,Yes,None
2015,UPSC766665,Candidate_6811,Tamil Nadu,SC,170,883,113,1166,7163,2159,261,Yes,IAS
2017,UPSC576419,Candidate_6105,Maharashtra,SC,178,871,230,1279,2886,1357,125,Yes,IAS
2024,UPSC290475,Candidate_9363,Maharashtra,ST,107,325,206,638,18749,3047,97,No,None
2021,UPSC258245,Candidate_9922,West Bengal,General,83,321,113,517,18960,3818,261,No,None
2017,UPSC923189,Candidate_9795,West Bengal,ST,163,853,161,1177,14185,4373,143,Yes,None
2017,UPSC586521,Candidate_7071,Maharashtra,EWS,195,573,137,905,16183,411,263,Yes,IAS
2019,UPSC248130,Candidate_1256,Uttar Pradesh,OBC,61,814,127,1002,1706,3833,378,Yes,IRS
2018,UPSC962020,Candidate_3933,West Bengal,EWS,187,734,119,1040,2370,3913,139,Yes,None
2017,UPSC966143,Candidate_1549,Maharashtra,ST,166,815,176,1157,19037,4076,258,Yes,IRS
2021,UPSC477451,Candidate_6213,Karnataka,OBC,60,547,243,850,14805,1581,150,Yes,None
2022,UPSC814153,Candidate_7238,Uttar Pradesh,EWS,178,629,75,882,15503,1005,121,Yes,None
2021,UPSC467904,Candidate_3668,Karnataka,General,97,378,101,576,11624,1421,86,No,None
2015,UPSC784946,Candidate_4922,Karnataka,General,123,521,183,827,16852,4511,343,Yes,IFS
2017,UPSC223911,Candidate_4559,Uttar Pradesh,General,142,523,74,739,13115,2858,249,Yes,IRS
2017,UPSC654267,Candidate_4338,West Bengal,OBC,78,667,52,797,7889,2558,145,Yes,IFS
2022,UPSC169329,Candidate_1448,Karnataka,SC,109,652,214,975,17311,4361,85,Yes,IFS
2020,UPSC155889,Candidate_9698,Maharashtra,General,146,691,62,899,15448,3943,474,Yes,IPS
2016,UPSC535497,Candidate_8772,Karnataka,SC,62,579,126,767,6609,4538,27,Yes,IFS
2021,UPSC697918,Candidate_8624,Maharashtra,OBC,111,839,194,1144,14572,2186,160,Yes,IRS
2022,UPSC109729,Candidate_7656,West Bengal,OBC,64,893,113,1070,18189,2181,440,Yes,None
2024,UPSC709448,Candidate_3971,Uttar Pradesh,General,195,428,103,726,18010,3695,128,Yes,None
2018,UPSC426427,Candidate_8411,Maharashtra,ST,157,567,117,841,13530,1408,409,Yes,IRS
2021,UPSC856790,Candidate_8166,Delhi,EWS,65,373,137,575,7960,299,47,No,None
2022,UPSC173319,Candidate_4543,Maharashtra,ST,119,799,264,1182,8261,2002,140,Yes,IAS
2023,UPSC856189,Candidate_1337,West Bengal,OBC,172,731,115,1018,2806,3127,239,Yes,IFS
2016,UPSC790199,Candidate_4067,Uttar Pradesh,OBC,99,334,271,704,9170,353,146,Yes,None
2015,UPSC642166,Candidate_9232,Delhi,EWS,198,427,275,900,19259,3924,199,Yes,IAS
2015,UPSC151694,Candidate_1177,Uttar Pradesh,ST,169,486,60,715,10324,2992,185,Yes,IPS
2024,UPSC754816,Candidate_9403,Karnataka,SC,183,579,87,849,16970,2386,497,Yes,IFS
2020,UPSC939566,Candidate_2175,Uttar Pradesh,EWS,178,587,234,999,13195,2542,106,Yes,IRS
2015,UPSC242053,Candidate_9534,Karnataka,ST,168,552,97,817,11476,3337,422,Yes,None
2017,UPSC190998,Candidate_3934,West Bengal,EWS,148,748,145,1041,15773,1668,320,Yes,IAS
2020,UPSC505423,Candidate_6456,Uttar Pradesh,General,107,540,235,882,18888,279,170,Yes,IAS
2015,UPSC992091,Candidate_5490,Delhi,SC,102,540,237,879,12709,4402,15,Yes,None
2018,UPSC532252,Candidate_9671,Maharashtra,SC,66,663,151,880,13772,4548,205,Yes,IRS
2016,UPSC154983,Candidate_8613,Karnataka,General,199,605,190,994,19324,2454,368,Yes,IAS
2016,UPSC401683,Candidate_6477,Delhi,ST,163,799,62,1024,1854,2353,274,Yes,IRS
2021,UPSC217230,Candidate_2263,Tamil Nadu,SC,120,430,245,795,19240,2034,114,Yes,IAS
2020,UPSC332921,Candidate_8515,Uttar Pradesh,General,116,786,266,1168,8963,3453,319,Yes,None
2022,UPSC983605,Candidate_8956,West Bengal,EWS,78,464,206,748,9475,4221,453,Yes,IRS
2015,UPSC428415,Candidate_3715,Delhi,ST,108,765,138,1011,4757,897,225,Yes,IPS
2018,UPSC518159,Candidate_3489,Karnataka,SC,140,790,202,1132,13735,1158,307,Yes,IFS
2015,UPSC190778,Candidate_5044,West Bengal,General,70,512,149,731,2110,4711,294,Yes,None
2018,UPSC587080,Candidate_6163,West Bengal,ST,175,894,86,1155,13786,13,228,Yes,IFS
2021,UPSC337550,Candidate_1206,Delhi,EWS,180,422,253,855,11060,4363,286,Yes,IPS
2015,UPSC532620,Candidate_3490,Maharashtra,OBC,90,867,65,1022,14979,1141,293,Yes,IAS
2022,UPSC972336,Candidate_8643,Delhi,OBC,146,854,229,1229,7671,3446,102,Yes,IPS
2021,UPSC197775,Candidate_9009,Maharashtra,EWS,121,593,79,793,18531,593,171,Yes,IRS
2015,UPSC686267,Candidate_1583,Delhi,SC,160,667,190,1017,2770,1566,134,Yes,None
2019,UPSC710358,Candidate_3230,West Bengal,OBC,73,362,79,514,17490,336,398,No,None
2019,UPSC511215,Candidate_1217,West Bengal,EWS,157,870,228,1255,16104,2266,161,Yes,IAS
2018,UPSC878123,Candidate_2055,Delhi,SC,194,340,186,720,8292,4763,187,Yes,IPS
2015,UPSC235259,Candidate_4812,West Bengal,SC,161,535,203,899,14051,4232,458,Yes,IAS
2022,UPSC188863,Candidate_2871,Tamil Nadu,ST,165,387,226,778,18900,2316,151,Yes,None
2019,UPSC539487,Candidate_6827,West Bengal,ST,132,408,257,797,18238,4919,72,Yes,IRS
2024,UPSC474401,Candidate_9653,Uttar Pradesh,EWS,94,896,254,1244,9825,926,336,Yes,IFS
2022,UPSC340175,Candidate_2225,Uttar Pradesh,EWS,87,680,198,965,10748,2536,275,Yes,None
2023,UPSC997253,Candidate_7838,Uttar Pradesh,OBC,176,311,222,709,18970,2580,422,Yes,IFS
2023,UPSC597653,Candidate_1852,Maharashtra,SC,101,358,111,570,14362,982,500,No,None
2023,UPSC692329,Candidate_8777,Maharashtra,ST,174,604,200,978,6985,3766,362,Yes,None
2021,UPSC904880,Candidate_9316,Uttar Pradesh,OBC,194,755,79,1028,12204,1426,108,Yes,IAS
2019,UPSC542945,Candidate_9070,Tamil Nadu,OBC,144,418,96,658,15623,70,124,No,None
2022,UPSC595720,Candidate_6351,Tamil Nadu,SC,150,415,199,764,12823,4915,275,Yes,None
2020,UPSC121264,Candidate_8077,Delhi,EWS,72,476,182,730,9625,2168,131,Yes,None
2021,UPSC419440,Candidate_9139,Tamil Nadu,General,69,462,77,608,17814,1839,34,No,None
2020,UPSC449248,Candidate_7491,West Bengal,SC,143,896,260,1299,2467,3405,322,Yes,IRS
2021,UPSC707349,Candidate_6724,Tamil Nadu,General,174,589,109,872,10289,1002,201,Yes,IAS
2018,UPSC100880,Candidate_1775,Tamil Nadu,EWS,106,640,90,836,4866,2275,299,Yes,None
2019,UPSC374879,Candidate_1770,Tamil Nadu,OBC,119,897,82,1098,19099,3746,432,Yes,None
2018,UPSC294335,Candidate_8556,Uttar Pradesh,EWS,180,738,77,995,16889,1893,134,Yes,None
2016,UPSC877633,Candidate_8082,Karnataka,SC,96,405,172,673,14489,1955,473,No,None
2020,UPSC794201,Candidate_1270,Maharashtra,EWS,185,632,236,1053,8565,2700,427,Yes,IAS
2024,UPSC150282,Candidate_3874,Delhi,SC,57,850,83,990,10793,4401,67,Yes,IFS
2019,UPSC757029,Candidate_8951,Maharashtra,ST,99,807,67,973,16744,4521,493,Yes,IPS
2018,UPSC247312,Candidate_9418,Uttar Pradesh,OBC,84,415,129,628,6542,1073,73,No,None
2021,UPSC944867,Candidate_2924,Maharashtra,General,90,337,104,531,9453,1213,121,No,None
2017,UPSC418044,Candidate_5676,Karnataka,ST,104,339,153,596,14792,4350,133,No,None
2024,UPSC784246,Candidate_6209,Karnataka,ST,54,485,253,792,4881,2213,77,Yes,IRS
2019,UPSC552891,Candidate_2026,Karnataka,General,92,416,119,627,9447,1536,332,No,None
2015,UPSC301978,Candidate_9695,West Bengal,General,196,892,267,1355,14320,2289,39,Yes,IFS
2016,UPSC136554,Candidate_4046,Delhi,EWS,138,356,174,668,18235,4702,52,No,None
2024,UPSC856250,Candidate_4237,Maharashtra,General,158,545,59,762,8376,1268,370,Yes,None
2018,UPSC380117,Candidate_3573,Tamil Nadu,EWS,101,872,130,1103,19364,4857,300,Yes,IAS
2019,UPSC611190,Candidate_8003,Maharashtra,EWS,113,496,110,719,8416,2416,357,Yes,None
